단지코드,총세대수,지역,공가수,지하철역수,버스정류장수,등록차량수,전용면적_10_30,전용면적_30_40,전용면적_40_50,전용면적_50_100,전용면적_100이상,임대보증금,임대료,상가비율,아파트비율,공급유형_공공임대비율,공급유형_국민임대비율,공급유형_영구임대비율,공급유형_임대상가비율,공급유형_장기전세비율,공급유형_행복주택비율
C1320,1696,경상남도,35.0,0.0,4.0,924.0,616,728,352,0,0,12027264.150943397,195103.77358490566,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1941,404,경상남도,19.0,0.0,3.0,600.0,0,0,0,404,0,47288000.0,627080.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1326,1934,부산광역시,43.0,0.0,4.0,1153.0,1166,464,304,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1685,295,충청북도,28.0,0.0,1.0,164.0,215,72,8,0,0,34672772.881355934,43067.1186440678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2618,1550,경기도,40.0,0.0,7.0,783.0,774,408,368,0,0,54853572.90322581,97520.24516129032,0.0,1.0,0.0,0.8398855846571771,0.16011441534282297,0.0,0.0,0.0
C1451,1618,경기도,38.0,0.0,3.0,1044.0,714,600,304,0,0,52999740.42027194,101339.62917181705,0.0,1.0,0.0,0.8889483131138599,0.11105168688614016,0.0,0.0,0.0
C2143,363,강원도,2.0,0.0,2.0,719.0,0,0,0,363,0,41524969.696969695,548422.4242424242,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1968,514,강원도,0.0,0.0,3.0,220.0,410,52,52,0,0,10385595.330739299,113569.33852140077,0.0,1.0,0.0,0.7659092317599919,0.23409076824000796,0.0,0.0,0.0
C2470,636,대전광역시,1.0,1.0,2.0,887.0,0,96,264,46,0,25970443.349753693,381871.921182266,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1258,840,경상남도,0.0,0.0,3.0,616.0,400,330,110,0,0,15443809.523809524,154580.95238095237,0.0,1.0,0.0,0.8765524279384612,0.1234475720615387,0.0,0.0,0.0
C2453,659,경기도,7.0,2.0,3.0,559.0,372,156,130,0,0,27940112.462006077,196100.21276595743,0.0,1.0,0.0,0.8566142195188564,0.14338578048114356,0.0,0.0,0.0
C1724,1256,경상남도,1.0,0.0,6.0,701.0,850,406,0,0,0,21461488.853503186,128449.04458598726,0.0,1.0,0.0,0.1936198240598376,0.05765626356416618,0.0,0.0,0.7487239123759961
C1802,1438,세종특별자치시,3.0,0.0,2.0,1983.0,0,0,0,1438,0,42905424.20027816,469527.1210013908,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1939,2334,경기도,13.0,0.0,3.0,1896.0,1014,660,660,0,0,33306511.568123393,201531.15681233932,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1284,528,경상남도,0.0,0.0,5.0,780.0,0,0,0,528,0,32896000.0,185040.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2595,867,경상남도,2.0,0.0,5.0,1359.0,0,0,0,867,0,39981545.55940023,459434.83275663207,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2351,542,경기도,6.0,0.0,4.0,646.0,0,0,0,542,0,45136531.36531366,428523.9852398524,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1697,526,경기도,4.0,0.0,3.0,854.0,0,0,0,526,0,69798479.08745247,376996.1977186312,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2259,947,경기도,5.0,0.0,2.0,1378.0,0,0,0,947,0,69829989.44033791,377074.9736008448,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1786,480,강원도,25.0,0.0,3.0,345.0,388,92,0,0,0,5857333.333333333,27822.333333333332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1652,890,서울특별시,20.0,1.0,8.0,509.0,524,232,134,0,0,71822921.34831461,239407.32584269662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1565,1020,대구광역시,42.0,0.0,3.0,588.0,650,370,0,0,0,19630509.80392157,98152.54901960785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1910,616,전라북도,21.0,0.0,2.0,396.0,412,200,0,0,0,19441568.62745098,116649.41176470589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2139,311,경상남도,11.0,0.0,4.0,155.0,108,138,60,0,0,10816647.05882353,152137.25490196078,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1979,270,경기도,17.0,0.0,4.0,133.0,135,135,0,0,0,39628755.55555555,174376.1851851852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1803,100,울산광역시,13.0,0.0,2.0,78.0,66,34,0,0,0,34416000.0,163757.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2508,847,전라북도,13.0,0.0,3.0,568.0,524,226,92,0,0,13095562.94536817,115409.02612826604,0.0,1.0,0.0,0.7188810426445682,0.2811189573554318,0.0,0.0,0.0
C2531,540,제주특별자치도,22.0,0.0,6.0,358.0,318,126,96,0,0,21137503.703703705,145169.62962962964,0.0,1.0,0.0,0.5433411811192151,0.0,0.0,0.0,0.456658818880785
C1695,203,전라남도,12.0,0.0,4.0,123.0,128,72,0,0,0,21929600.0,129748.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2556,303,울산광역시,21.0,0.0,2.0,148.0,0,232,68,0,0,9353333.333333334,128973.33333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2086,1080,세종특별자치시,7.0,0.0,2.0,1524.0,0,0,0,1080,0,46055555.55555555,510611.1111111111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1544,442,대구광역시,10.0,0.0,2.0,713.0,0,0,0,442,0,49696832.57918552,480090.4977375566,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2496,818,전라북도,0.0,0.0,3.0,1400.0,0,0,0,818,0,66242053.78973105,576210.2689486552,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1756,404,울산광역시,1.0,0.0,3.0,609.0,0,0,0,404,0,55000000.0,620000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C2362,1509,경기도,46.0,0.0,2.0,196.0,1074,426,0,0,0,24534666.666666668,103466.66666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2568,412,경상북도,31.0,0.0,2.0,189.0,260,150,0,0,0,15443902.43902439,90083.90243902439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2245,212,경상남도,22.0,0.0,1.0,98.0,146,64,0,0,0,51474071.428571425,26805.428571428572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2059,26,경기도,1.0,1.0,3.0,13.0,12,14,0,0,0,47445769.23076923,197307.6923076923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2549,202,제주특별자치도,17.0,0.0,2.0,165.0,120,80,0,0,0,25680000.0,109140.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1584,1227,경기도,40.0,0.0,3.0,507.0,850,370,0,0,0,41715344.26229508,190606.55737704918,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2298,581,대전광역시,21.0,0.0,3.0,444.0,330,248,0,0,0,27084429.065743946,130401.38408304498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2225,1206,경상남도,49.0,0.0,3.0,448.0,750,450,0,0,0,51953781.666666664,27057.416666666668,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1218,1048,경기도,28.0,0.0,6.0,921.0,516,524,0,0,0,68190769.23076923,272763.07692307694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2328,1077,충청북도,4.0,0.0,2.0,1374.0,0,0,0,1077,0,42607242.33983287,378393.6861652739,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C1045,464,강원도,13.0,0.0,2.0,266.0,176,178,110,0,0,15628879.310344828,157206.89655172414,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C1207,100,광주광역시,10.0,0.0,6.0,59.0,76,24,0,0,0,26605760.0,137457.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1970,214,광주광역시,16.0,0.0,6.0,159.0,140,60,0,0,0,24938320.0,128844.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2433,511,경기도,19.0,0.0,2.0,130.0,284,224,0,0,0,28917165.354330707,125090.55118110236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C1156,1004,충청북도,47.0,0.0,3.0,505.0,614,384,0,0,0,66756961.9238477,34764.58917835671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2142,954,울산광역시,41.0,0.0,5.0,396.0,340,390,216,0,0,16662477.8012685,189050.7399577167,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2153,362,전라남도,20.0,0.0,3.0,280.0,112,130,120,0,0,14611116.022099448,190234.3093922652,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2186,924,대구광역시,0.0,0.0,8.0,744.0,508,220,188,0,0,8657373.362445414,77847.64192139739,0.0,1.0,0.0,0.8035669636996641,0.19643303630033598,0.0,0.0,0.0
C1176,1486,충청북도,55.0,0.0,3.0,619.0,348,538,600,0,0,20314430.68640646,189160.067294751,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2446,2200,경기도,32.0,0.0,5.0,1204.0,984,560,656,0,0,48501818.18181818,202088.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2586,90,제주특별자치도,7.0,0.0,3.0,57.0,54,36,0,0,0,28773333.333333332,122286.66666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2035,492,강원도,24.0,0.0,1.0,246.0,156,156,180,0,0,18201219.51219512,167341.46341463414,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C2020,40,부산광역시,7.0,1.0,2.0,19.0,25,15,0,0,0,26900000.0,130016.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C2437,90,충청북도,12.0,0.0,1.0,16.0,90,0,0,0,0,10346000.0,107530.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
C2532,239,강원도,7.0,0.0,1.0,146.0,0,0,38,201,0,13647815.89958159,138834.35146443514,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
